,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,Color,Image_link
411,411,411,187,50448738,BOAXEL,Bookcases & shelving units,SR150,No old price,True,https://www.ikea.com/sa/en/p/boaxel-pair-of-legs-white-50448738/,No,"Pair of legs, white,",IKEA of Sweden,,84.0,,White,
412,412,412,188,90518574,TROFAST,Nursery furniture,SR35,SR40,True,https://www.ikea.com/sa/en/p/trofast-mesh-storage-box-light-green-grey-90518574/,Yes,"Mesh storage box, light green-grey,",Henrik Preutz,42.0,10.0,30.0,"Dark grey,Grey-blue,Light green-grey,Light red",
413,413,413,189,19494879,BRIMNES,Beds,"SR1,575","SR1,695",True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-lindbaden-s19494879/,No,"Bed frame w storage and headboard, white/Lindbåden,",Unknown,,,,White/lindbåden,
414,414,414,190,19429092,RÖNNINGE / NILSOVE,Dining furniture,"SR3,179",No old price,True,https://www.ikea.com/sa/en/p/roenninge-nilsove-table-and-4-chairs-birch-rattan-white-s19429092/,No,"Table and 4 chairs, birch/rattan white,",Unknown,,,,Birch/rattan white,
415,415,415,191,89408227,EKEDALEN / BERGMUND,Furniture sets,"SR2,735",No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bergmund-table-and-4-chairs-white-nykvarn-grey-white-s89408227/,Yes,"Table and 4 chairs, white/Nykvarn grey/white,",Unknown,,,,"Brown,Dark brown,Oak,White",
416,416,416,192,29269743,LANDSKRONA,Armchairs & chaise longues,"SR1,045",No old price,True,https://www.ikea.com/sa/en/p/landskrona-footstool-gunnared-light-green-metal-s29269743/,Yes,"Footstool, Gunnared light green/metal",IKEA of Sweden/Tord Björklund,,,,"Gunnared dark grey,Gunnared light green",
417,417,417,193,59497282,GRÅSALA / ÖSTANÖ,Furniture sets,SR591,No old price,False,https://www.ikea.com/sa/en/p/grasala-oestanoe-table-and-4-chairs-grey-remmarn-dark-grey-s59497282/,No,"Table and 4 chairs, grey/Remmarn dark grey,",Unknown,,,,Grey/remmarn dark grey,
418,418,418,194,69442656,KALLAX,Bookcases & shelving units,SR629,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-underframe-walnut-effect-light-grey-black-s69442656/,Yes,"Shelving unit with underframe, walnut effect/light grey black,",Unknown,,,,"Black-brown/black,Black-brown/white,White/black,White/white,Walnut effect/light grey black,Walnut effect/light grey white,High-gloss/white/black,High-gloss/white/white",
419,419,419,195,9129598,GJÖRA,Beds,"SR2,845",No old price,True,https://www.ikea.com/sa/en/p/gjoera-bed-frame-birch-leirsund-s09129598/,No,"Bed frame, birch/Leirsund,",IKEA of Sweden/Monika Mulder,,,,Birch/leirsund,
420,420,420,196,527993,LÄKTARE,Dining furniture,SR100,No old price,True,https://www.ikea.com/sa/en/p/laektare-chair-cover-gunnared-light-beige-00527993/,Yes,"Chair cover, Gunnared light beige",Mia Lagerman,48.0,44.0,,"Gunnared light beige,Gunnared light green,Gunnared medium grey",
421,421,421,197,69495678,BRIMNES,Furniture sets,"SR2,050","SR2,220",True,https://www.ikea.com/sa/en/p/brimnes-bedroom-furniture-set-of-2-white-s69495678/,No,"Bedroom furniture, set of 2, white,",Unknown,,,,Set of 2,
422,422,422,198,39019843,MALM,Beds,"SR2,095",No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-black-brown-leirsund-s39019843/,Yes,"Bed frame, high, black-brown/Leirsund,",Eva Lilja Löwenhielm/IKEA of Sweden,,,,"White,Black-brown",
423,423,423,199,289317,STOCKSUND,Armchairs & chaise longues,SR110,No old price,True,https://www.ikea.com/sa/en/p/stocksund-legs-for-armchair-sofas-black-00289317/,No,"Legs for armchair/sofas, black",Nike Karlsson,,18.0,,Black,
424,424,424,200,59478721,TROFAST,Nursery furniture,SR335,SR380,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-light-red-s59478721/,No,"Storage combination, white/light red,",Unknown,,,,White/light red,
425,425,425,201,80249493,MALM,Beds,SR695,SR150,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-black-brown-80249493/,Yes,"Bed frame, high, black-brown,",Eva Lilja Löwenhielm,200.0,100.0,90.0,"Black-brown,White",
426,426,426,202,69420367,BESTÅ,TV & media furniture,"SR1,835",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-and-door-white-bergsviken-beige-s69420367/,Yes,"TV bench with drawers and door, white/Bergsviken beige,",Unknown,,,,"Black-brown Hedeviken/dark brown stained oak veneer,Black-brown/Hjortviken brown,Black-brown/Kallviken dark grey,Black-brown/Lappviken black-brown,Black-brown/Lappviken light grey-brown,Black-brown/Selsviken high-gloss/black,Grey stained walnut effect/Selsviken high-gloss/white,White/Bergsviken beige,White/Björköviken birch veneer,White/Hanviken white,White/Kallviken dark grey,White/Lappviken light grey-brown,White/Lappviken white,White/Laxviken white,White/Selsviken high-gloss/white",
427,427,427,203,39500624,PLATSA,Cabinets & cupboards,"SR4,900","SR5,045",True,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-9-doors-3-drawers-white-kalbaden-lively-pine-effect-fonnes-white-s39500624/,No,"Wardrobe with 9 doors+3 drawers, white Kalbåden/lively pine effect FONNES white,",Unknown,,,,White kalbåden/lively pine effect fonnes white,
428,428,428,204,19282429,BEKANT,Chests of drawers & drawer units,"SR1,125",No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-black-s19282429/,Yes,"Storage unit on castors, mesh black,",Eva Lilja Löwenhielm,,,,"Mesh white,Mesh black",
429,429,429,205,69501311,PLATSA,Chests of drawers & drawer units,SR910,SR940,True,https://www.ikea.com/sa/en/p/platsa-chest-of-3-drawers-white-kalbaden-lively-pine-effect-s69501311/,No,"Chest of 3 drawers, white/Kalbåden lively pine effect,",Unknown,,,,White/kalbåden lively pine effect,
430,430,430,206,29388656,VOXLÖV / VOXLÖV,Dining furniture,"SR2,699",No old price,True,https://www.ikea.com/sa/en/p/voxloev-voxloev-table-and-4-chairs-bamboo-bamboo-s29388656/,No,"Table and 4 chairs, bamboo/bamboo,",Unknown,,,,Bamboo/bamboo,
431,431,431,207,49399343,VIMLE,Armchairs & chaise longues,SR965,No old price,True,https://www.ikea.com/sa/en/p/vimle-cover-for-3-seat-sofa-hallarp-beige-s49399343/,Yes,"Cover for 3-seat sofa, Hallarp beige",Unknown,,,,"Saxemara black-blue,Saxemara light blue,Hallarp beige,Hallarp grey,Gunnared beige,Gunnared medium grey",
432,432,432,208,69385670,PAX,Wardrobes,"SR1,775","SR1,950",True,https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s69385670/,No,"Wardrobe combination, white,",Ehlén Johansson/IKEA of Sweden,,,,White,
433,433,433,209,89291326,FRÖSÖN/DUVHOLMEN,Outdoor furniture,SR105,No old price,True,https://www.ikea.com/sa/en/p/froesoen-duvholmen-chair-cushion-outdoor-beige-s89291326/,No,"Chair cushion, outdoor, beige,",Eva Lilja Löwenhielm/IKEA of Sweden,,,,Outdoor,
434,434,434,210,99502366,PAX / BERGSBO,Wardrobes,"SR2,600","SR2,925",True,https://www.ikea.com/sa/en/p/pax-bergsbo-wardrobe-white-white-s99502366/,No,"Wardrobe, white/white,",Unknown,,,,White/white,
435,435,435,211,527506,KIVIK,Armchairs & chaise longues,SR595,No old price,True,https://www.ikea.com/sa/en/p/kivik-cover-for-chaise-longue-tresund-anthracite-00527506/,Yes,"Cover for chaise longue, Tresund anthracite",Ola Wihlborg,57.0,9.0,38.0,"Hillared anthracite,Tibbleby beige/grey,Kelinge grey-turquoise,Tresund anthracite",
436,436,436,212,59420297,BESTÅ,TV & media furniture,"SR1,730",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-and-door-black-brown-kallviken-dark-grey-s59420297/,Yes,"TV bench with drawers and door, black-brown/Kallviken dark grey,",Unknown,,,,"Black-brown/Lappviken black-brown,Black-brown/Lappviken light grey-brown,White/Lappviken light grey-brown,White/Lappviken white,White/Hanviken white,White/Laxviken white,Black-brown/Selsviken high-gloss/black,Grey stained walnut effect/Selsviken high-gloss/white,White/Selsviken high-gloss/white,Black-brown Hedeviken/dark brown stained oak veneer,Black-brown/Hjortviken brown,Black-brown/Kallviken dark grey,White/Kallviken dark grey,White/Bergsviken beige,White/Björköviken birch veneer",
437,437,437,213,80334924,KUNGSFORS,Trolleys,SR775,No old price,True,https://www.ikea.com/sa/en/p/kungsfors-kitchen-trolley-stainless-steel-80334924/,No,"Kitchen trolley, stainless steel,",Ehlén Johansson,60.0,90.0,40.0,Stainless steel,
438,438,438,214,19502365,PAX / BERGSBO,Wardrobes,"SR2,990","SR3,375",True,https://www.ikea.com/sa/en/p/pax-bergsbo-wardrobe-white-white-s19502365/,No,"Wardrobe, white/white,",Unknown,,,,White/white,
439,439,439,215,9443499,ESSEBODA,Sofas,"SR3,295",No old price,True,https://www.ikea.com/sa/en/p/esseboda-3-seat-sofa-tallmyra-blue-brown-s09443499/,Yes,"3-seat sofa, Tallmyra blue/brown",Unknown,,,,"Knäbäck anthracite,Tallmyra blue,Tallmyra medium grey",
440,440,440,216,90217972,ADILS,Tables & desks,SR35,No old price,True,https://www.ikea.com/sa/en/p/adils-leg-white-90217972/,Yes,"Leg, white",Unknown,,70.0,,"Black,White",
441,441,441,217,10507857,LÅNESPELARE,Gaming furniture,SR59,No old price,True,https://www.ikea.com/sa/en/p/lanespelare-neck-pillow-10507857/,No,Neck pillow,Jon Karlsson,76.0,,,,
442,442,442,218,70472614,VRETSTORP,Armchairs & chaise longues,SR695,No old price,True,https://www.ikea.com/sa/en/p/vretstorp-cover-for-3-seat-sofa-bed-totebo-dark-turquoise-70472614/,No,"Cover for 3-seat sofa-bed, Totebo dark turquoise",IKEA of Sweden,57.0,9.0,38.0,Totebo dark turquoise,
443,443,443,219,90493955,TORALD,Tables & desks,SR149,No old price,True,https://www.ikea.com/sa/en/p/torald-desk-white-90493955/,No,"Desk, white,",Henrik Preutz,40.0,75.0,65.0,White,
444,444,444,220,59428849,VANGSTA / KÄTTIL,Dining furniture,"SR1,695",No old price,True,https://www.ikea.com/sa/en/p/vangsta-kaettil-table-and-4-chairs-white-knisa-light-grey-s59428849/,No,"Table and 4 chairs, white/Knisa light grey,",Unknown,,,,White/knisa light grey,
445,445,445,221,69218515,PAX,Wardrobes,"SR3,400","SR3,650",True,https://www.ikea.com/sa/en/p/pax-corner-wardrobe-white-s69218515/,No,"Corner wardrobe, white,",Ehlén Johansson/IKEA of Sweden,,,,White,
446,446,446,222,69418637,EKEDALEN / UDMUND,Dining furniture,"SR3,395",No old price,True,https://www.ikea.com/sa/en/p/ekedalen-udmund-table-and-6-chairs-white-white-viarp-beige-brown-s69418637/,Yes,"Table and 6 chairs, white white/Viarp beige/brown,",Unknown,,,,"Brown,Dark brown,White,Oak",
447,447,447,223,473546,ALEX,Chests of drawers & drawer units,SR645,No old price,True,https://www.ikea.com/sa/en/p/alex-drawer-unit-white-00473546/,Yes,"Drawer unit, white,",Johanna Asshoff,58.0,70.0,36.0,"Grey-turquoise,White",
448,448,448,224,40415045,HAUGA,TV & media furniture,SR895,No old price,True,https://www.ikea.com/sa/en/p/hauga-tv-bench-grey-40415045/,Yes,"TV bench, grey,",Ola Wihlborg,36.0,54.0,138.0,"Grey,White",
449,449,449,225,99031408,HEJNE,Bookcases & shelving units,"SR1,310",No old price,True,https://www.ikea.com/sa/en/p/hejne-3-sections-shelves-softwood-s99031408/,No,"3 sections/shelves, softwood,",IKEA of Sweden,,,,Softwood,
450,450,450,226,90458947,IDANÄS,Beds,"SR1,695",No old price,True,https://www.ikea.com/sa/en/p/idanaes-upholstered-bed-frame-gunnared-dark-grey-90458947/,Yes,"Upholstered bed frame, Gunnared dark grey,",Francis Cayouette,200.0,121.0,180.0,"Gunnared dark grey,Gunnared pale pink",
451,451,451,227,29541941,ALEX,Chests of drawers & drawer units,SR375,No old price,True,https://www.ikea.com/sa/en/p/alex-storage-unit-on-castors-white-black-s29541941/,Yes,"Storage unit on castors, white/black,",Unknown,,,,"Grey-turquoise/black,White/black",
452,452,452,228,20244747,MICKE,Children's furniture,SR349,No old price,True,https://www.ikea.com/sa/en/p/micke-desk-black-brown-20244747/,Yes,"Desk, black-brown,",Henrik Preutz,50.0,75.0,73.0,"Black-brown,White",
453,453,453,229,69494947,LEIRVIK,Beds,SR945,No old price,True,https://www.ikea.com/sa/en/p/leirvik-bed-frame-white-lindbaden-s69494947/,No,"Bed frame, white/Lindbåden,",Unknown,,,,White/lindbåden,
454,454,454,230,9483386,HAUGA,Beds,"SR1,685",No old price,True,https://www.ikea.com/sa/en/p/hauga-bedroom-furniture-set-of-3-white-s09483386/,No,"Bedroom furniture, set of 3, white",Unknown,,,,Set of 3,
455,455,455,231,60465218,VIMLE,Sofas,"SR1,545",No old price,True,https://www.ikea.com/sa/en/p/vimle-1-seat-section-grann-bomstad-black-60465218/,No,"1-seat section, Grann/Bomstad black",Ehlén Johansson,55.0,48.0,71.0,Grann/bomstad black,
456,456,456,232,60372276,HEMNES,Beds,"SR2,445",SR495,True,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-grey-60372276/,No,"Day-bed frame with 3 drawers, grey,",Carina Bengs,200.0,83.0,80.0,Grey,
457,457,457,233,39428280,HJÄLPA,Cabinets & cupboards,SR45,SR400,True,https://www.ikea.com/sa/en/p/hjaelpa-clothes-rail-2-suspension-rails-adjustable-white-s39428280/,No,"Clothes rail + 2 suspension rails, adjustable/white,",Unknown,,,,Adjustable/white,
458,458,458,234,29241792,FONNES,Cabinets & cupboards,,No old price,True,https://www.ikea.com/sa/en/p/fonnes-drawer-white-white-s29241792/,No,"Drawer, white/white,",IKEA of Sweden,,,,White/white,
459,459,459,235,29409084,GRÖNLID,Armchairs & chaise longues,SR870,No old price,True,https://www.ikea.com/sa/en/p/groenlid-cover-for-chaise-longue-ljungen-medium-grey-s29409084/,Yes,"Cover for chaise longue, Ljungen medium grey",Unknown,,,,"Inseros white,Ljungen light green,Ljungen medium grey,Sporda dark grey",
460,460,460,236,40493825,PÄRUP,Armchairs & chaise longues,SR795,No old price,True,https://www.ikea.com/sa/en/p/paerup-cover-for-3-seat-sofa-gunnared-dark-grey-40493825/,Yes,"Cover for 3-seat sofa, Gunnared dark grey",Ola Wihlborg,57.0,11.0,38.0,"Vissle dark green,Vissle grey,Gunnared dark grey",
461,461,461,237,9500649,PAX / FORSAND,Wardrobes,"SR1,250","SR1,415",False,https://www.ikea.com/sa/en/p/pax-forsand-wardrobe-white-white-s09500649/,No,"Wardrobe, white/white,",Unknown,,,,White/white,
462,462,462,238,9294526,VITTSJÖ,Bookcases & shelving units,SR598,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s09294526/,No,"Storage combination, black-brown/glass,",Johan Kroon,,,,Black-brown/glass,
463,463,463,239,59449578,SÖDERHAMN,Sofas,SR280,No old price,True,https://www.ikea.com/sa/en/p/soederhamn-armrest-fridtuna-dark-grey-s59449578/,Yes,"Armrest, Fridtuna dark grey",Unknown,,,,"Tonerud grey,Fridtuna dark grey,Fridtuna light beige,Gransel natural colour,Viarp beige/brown",
464,464,464,240,49418214,PAX / REINSVOLL,Wardrobes,"SR5,680","SR6,165",True,https://www.ikea.com/sa/en/p/pax-reinsvoll-wardrobe-combination-white-grey-beige-s49418214/,No,"Wardrobe combination, white/grey-beige,",Unknown,,,,White/grey-beige,
465,465,465,241,49408719,GRÖNLID,Sofas,"SR1,325",No old price,True,https://www.ikea.com/sa/en/p/groenlid-1-seat-section-ljungen-light-green-s49408719/,Yes,"1-seat section, Ljungen light green",Unknown,,,,"Inseros white,Ljungen light green,Ljungen light red,Ljungen medium grey,Sporda dark grey,Sporda natural",
466,466,466,242,69440011,MÅLVAKT / ALEX,Gaming furniture,SR890,No old price,True,https://www.ikea.com/sa/en/p/malvakt-alex-desk-black-white-s69440011/,Yes,"Desk, black/white,",Unknown,,,,Black/black-brown,
467,467,467,243,20307037,GULLIVER,Nursery furniture,SR795,No old price,True,https://www.ikea.com/sa/en/p/gulliver-changing-table-white-20307037/,No,"Changing table, white",IKEA of Sweden,54.0,93.0,82.0,White,
468,468,468,244,89278297,KALLAX,Bookcases & shelving units,SR829,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-doors-high-gloss-white-s89278297/,Yes,"Shelving unit with doors, high-gloss/white,",IKEA of Sweden/Tord Björklund,,,,"Black-brown,White,High-gloss/white",
469,469,469,245,40201916,STENSTORP,Trolleys,"SR1,245",No old price,True,https://www.ikea.com/sa/en/p/stenstorp-kitchen-trolley-white-oak-40201916/,No,"Kitchen trolley, white/oak,",Carina Bengs,62.0,90.0,43.0,White/oak,
470,470,470,246,79031414,HEJNE,Bookcases & shelving units,SR355,No old price,True,https://www.ikea.com/sa/en/p/hejne-1-section-softwood-s79031414/,No,"1 section, softwood,",IKEA of Sweden,,,,Softwood,
471,471,471,247,90520869,SPIKSMED,TV & media furniture,SR299,No old price,True,https://www.ikea.com/sa/en/p/spiksmed-tv-bench-light-grey-90520869/,No,"TV bench, light grey,",IKEA of Sweden,32.0,44.0,97.0,Light grey,
472,472,472,248,19533282,TROFAST,Nursery furniture,SR295,No old price,False,https://www.ikea.com/sa/en/p/trofast-storage-combination-w-boxes-trays-light-white-stained-pine-grey-yellow-s19533282/,Yes,"Storage combination w boxes/trays, light white stained pine grey/yellow,",Unknown,,,,"Light white stained pine grey/white,Light white stained pine grey/yellow",
473,473,473,249,89269721,LANDSKRONA,Armchairs & chaise longues,"SR1,445",No old price,True,https://www.ikea.com/sa/en/p/landskrona-armchair-gunnared-light-green-wood-s89269721/,Yes,"Armchair, Gunnared light green/wood",IKEA of Sweden/Tord Björklund,,,,"Gunnared dark grey,Gunnared light green",
474,474,474,250,49209989,BESTÅ,"Sideboards, buffets & console tables","SR1,265",No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-white-laxviken-stubbarp-white-s49209989/,Yes,"Storage combination with doors, white/Laxviken/Stubbarp white,",IKEA of Sweden,,,,"Black-brown/Lappviken/Stubbarp black-brown,Black-brown/Lappviken/Stubbarp light grey-brown,White/Lappviken/Stubbarp light grey-brown,White/Lappviken/Stubbarp white,White/Hanviken/Stubbarp white,Black-brown Hedeviken/Stubbarp/dark brown stained oak veneer,Black-brown Hedeviken/Ösarp/dark brown stained oak veneer,White/Laxviken/Stubbarp white,Black-brown Kallviken/Stubbarp/dark grey concrete effect,White Bergsviken/Stubbarp/beige marble effect,White Bergsviken/Ösarp/beige marble effect,White Kallviken/Stubbarp/dark grey concrete effect,White/Björköviken/Stubbarp birch veneer",
475,475,475,251,507853,LÅNESPELARE,Gaming furniture,SR149,No old price,True,https://www.ikea.com/sa/en/p/lanespelare-multi-functional-cushion-blanket-00507853/,No,Multi-functional cushion/blanket,Jon Karlsson,150.0,,150.0,,
476,476,476,252,69408539,GRÖNLID,Armchairs & chaise longues,"SR1,125",No old price,True,https://www.ikea.com/sa/en/p/groenlid-footstool-with-storage-sporda-dark-grey-s69408539/,Yes,"Footstool with storage, Sporda dark grey",Unknown,,,,"Inseros white,Ljungen light green,Ljungen light red,Ljungen medium grey,Sporda dark grey,Sporda natural",
477,477,477,253,49388679,VOXLÖV / ODGER,Furniture sets,"SR2,595",No old price,True,https://www.ikea.com/sa/en/p/voxloev-odger-table-and-4-chairs-bamboo-anthracite-s49388679/,No,"Table and 4 chairs, bamboo/anthracite,",Unknown,,,,Bamboo/anthracite,
478,478,478,254,49440724,BESTÅ / EKET,TV & media furniture,"SR2,774",No old price,True,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-black-brown-high-gloss-white-s49440724/,Yes,"Cabinet combination for TV, white/black-brown/high-gloss/white,",Unknown,,,,"White/walnut effect,White/grey-green,White/light grey-blue,White/pale yellow,White,White/black-brown,White/light grey/dark grey,White/black-brown/high-gloss/white,White/high-gloss/white",
